Database_ID,Database_Name,Associated_Subjects,Original_Description_HTML,Rewritten_Description_A_HTML,Rewritten_Description_B_HTML,Database_URL,
7231175,Wiley Online Library,Public Health;Child & Adolescent Studies;Counseling;English and Comparative Literature;Asian American Studies;Education;Human Services;Nursing;Social Work,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; Wiley Online Library provides access to a multidisciplinary collection of online resources covering life, health and physical sciences, social science, and the humanities. Among the subjects covered are: architecture, arts, business, chemistry, earth and environmental science, engineering, humanities and social sciences, life sciences, mathematics and statistics, medicine and nursing, physics and astronomy, psychology, social and behavioral sciences.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,http://onlinelibrary.wiley.com,
7231176,Women and Social Movements,English and Comparative Literature;Asian American Studies;Chicana & Chicano Studies;Latin American Studies;Gender and Sexuality Studies;Anthropology;Cultural Anthropology,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; Provides primary and secondary sources for the study of womens activism and social movements in the United States from colonial times to the present, including the full-text books, documents, articles, bibliographies, and images. Also included are teaching tools with lesson plans, a chronology of U.S. women's history, and a Dictionary of Social Movements.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://search.alexanderstreet.com/wass,
7231177,Women's Studies International,Counseling;English and Comparative Literature;Asian American Studies;Chicana & Chicano Studies;Latin American Studies;Social Work;Sociology;Gender and Sexuality Studies;Anthropology;Queer Studies;Cultural Anthropology,"Indexes women's studies and feminist-related journals, newspapers, newsletters, books and reports in the areas of sociology, history, political science &amp; economy, public policy, international relations, arts &amp; humanities, business and education. Limited to 5 simultaneous users.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://research.ebsco.com/c/p7moej/search/advanced/filters?db=fyh,
7231179,World Bank Open Data,Business;Finance;International Business,"Intended to provide users with access to World Bank data. Choose data catalog for a listing of data sources. It provides download access to over 2,000 indicators. Browse by topic, country or indicator (e.g. long-term unemployment, marine protected areas.) Includes access to 14 World Bank databases including Africa Development Indicators, Global Development Finance, Global Economic Monitor, World Development Indicators, etc.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,http://data.worldbank.org,
7231180,World Development Indicators Online,Business;Finance;International Business,"World Bank's annual compilation of data about development, provides more than 800 indicators. It is organized in 6 sections: World View, People, Environment, Economy, States and Markets, and Global Links. Data are shown for 153 economies with populations of more than 1 million, 56 small economies with populations between 30,000 and 1 million, and smaller economies if they are members of the World Bank. Includes HDI (Human Development Index), GDP, GNP, and GNI.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,http://data.worldbank.org/data-catalog/world-development-indicators,
7231181,WorldCat,English and Comparative Literature;Asian American Studies;Chicana & Chicano Studies;Latin American Studies;Linguistics;Anthropology;Modern Languages & Literatures;Archaeological Anthropology;Cultural Anthropology;Evolutionary Anthropology;Linguistic Anthropology,"Combines the catalogs from OCLC member libraries (50,000+ libraries in 80+ countries). Indexes all types of materials, including: books, computer data files, computer programs, films and slides, internet resources, journals, magazines, manuscripts, archives, maps, musical scores, newspapers, sound and video media in 400+ languages. Titles in original language; can limit to desired material type.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.worldcat.org/,
7231182,"Wright American Fiction, 1851-1875",English and Comparative Literature,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;This is a full-text digital collection of almost 3,000 19th century American novels, written by both well-known and obscure authors. Fully searchable by keyword.&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,http://webapp1.dlib.indiana.edu/TEIgeneral/welcome.do?brand=wright,
7231185,New York Times - 1996-present,English and Comparative Literature;American Studies;Asian American Studies;Chicana & Chicano Studies;Communications;History;Latin American Studies;Cinema and Television Arts;Communications--Journalism,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; Provides full-text (HTML text, not PDF) of the 'New York Times' newspaper. Searchable by keyword, subject, author, and other means. Provides a Topic Guide of subjects, and has a Search Alert service.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.proquest.com/publication/2037333?accountid=9840,
7231187,New York Times Historical,English and Comparative Literature;American Studies;Asian American Studies;Chicana & Chicano Studies;Communications;History;Latin American Studies;Cinema and Television Arts;Communications--Journalism,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; This historical newspaper provides genealogists, researchers and scholars with online, easily-searchable first-hand accounts and unparalleled coverage of the politics, society and events of the time.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,http://search.proquest.com/hnpnewyorktimes/advanced?accountid=9840,
7231189,"North American Immigrant Letters, Diaries and Oral Histories",English and Comparative Literature;American Studies;History;Gender and Sexuality Studies,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; The personal narratives of over 2000 immigrants to the United States and Canada in the nineteenth and twentieth centuries are represented in letters, diaries, pamphlets, autobiographies, and oral histories, including the Ellis Island Oral History interviews. There are also political cartoons and Emigrant guides and advice books. The documents, which include text, images, and sound files, provide perspectives on the lives of immigrants in both North America and their countries of origin. They are useful in the fields of history, sociology, ethnic studies, womens studies, labor studies, and literature. The materials may be browsed by author, source, year, place, nationality, personal event, and subject.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://search.alexanderstreet.com/imld,
7231190,North American Indian Thought and Culture,English and Comparative Literature;American Studies;History;Anthropology;Archaeological Anthropology;Native American Studies,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; Contains biographical information on indigenous peoples from North America. Included are biographies, autobiographies, oral histories. photographs, and reference works covering historical and contemporary Native Americans or Canadian First Peoples.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,http://ibio.alexanderstreet.com,
7231191,Theatre in Context Collection,English and Comparative Literature;Asian American Studies;Chicana & Chicano Studies;Latin American Studies;Theatre,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; Database of theatre research materials from books, digitized collections, and web sites covering all aspects of the Canadian and American Theatre. Includes information on plays, theaters, productions and production companies.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://search.alexanderstreet.com/ticc,
7231192,North American Womens Letters and Diaries,African American Studies;English and Comparative Literature;American Studies;Asian American Studies;History;Gender and Sexuality Studies,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; This large collection of digitized letters and diaries was authored by women in the United States (and, to a lesser extent, Canada and Mexico) from colonial times to 1950. The collection sheds light on the role and status of women, attitudes to specific historical and personal events, and the general life and times of various historical periods. It is particularly useful in womens studies, history, American studies, literature and linguistics. The materials can be explored by browsing by author, source, year, place, personal event (e.g. childbirth), and historical event; they may also be searched in numerous ways, including by authors nationality, race, religion, occupation, age at marriage, etc.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://search.alexanderstreet.com/nwld,
7231193,National Criminal Justice Reference Service Abstracts Database,Asian American Studies;Criminal Justice;Political Science,"Professional criminal justice database from the US Dept of Justice, indexes articles, government reports, books, research reports, Congressional hearings, training materials and more.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.ncjrs.gov/App/AbstractDB/AbstractDBSearch.aspx,
7231194,Nature,Chemistry & Biochemistry;Environmental Studies;Physics;Anthropology;Archaeological Anthropology;Cultural Anthropology;Evolutionary Anthropology,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; Nature Publishing Group (NPG) combines Nature, Nature Research Journals, Nature Reviews Journals, NPG Academic Journals and NPG Reference publications, to provide a major information resource for the basic biological and physical sciences.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,http://www.nature.com/nature/index.html,
7231195,EIU ViewsWire,Business;Latin American Studies;International Business,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt;News articles and analysis on global issues covering economic, political, and market developments as well as trade regulations and analysis on the business implications for 195 countries. From the Economist Intelligence Unit (EIU).", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,http://search.proquest.com/publication/43086/advanced?accountid=9840,
7231200,Marketline (now part of Business Source Premier),Business;Management;Marketing;International Business,Company profiles including SWOT analyses from Datamonitor., DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,"https://search.ebscohost.com/login.aspx?profile=ehost&defaultdb=buh&authtype=ip,uid&custid=s8984376",
